SchoolName,idSchool,Grade,Program,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice+,Grand Total
Parks (Rosa) ES,786,KG,MM,2,2,2,0,0,0,0.0,0.0,6.0
Parks (Rosa) ES,786,1,GE,32,2,0,3,1,0,0.0,7.0,45.0
Parks (Rosa) ES,786,1,JB,47,2,2,1,0,0,0.0,7.0,59.0
Parks (Rosa) ES,786,2,GE,34,1,2,0,0,1,0.0,2.0,40.0
Parks (Rosa) ES,786,2,JB,46,1,0,0,0,1,0.0,1.0,49.0
Parks (Rosa) ES,786,2,MM,5,1,0,0,0,0,0.0,0.0,6.0
Parks (Rosa) ES,786,3,GE,34,0,0,0,1,1,0.0,6.0,42.0
Parks (Rosa) ES,786,3,JB,45,1,1,1,0,0,0.0,3.0,51.0
Parks (Rosa) ES,786,3,MM,1,0,0,0,0,0,0.0,0.0,1.0
Parks (Rosa) ES,786,4,GE,40,0,0,1,0,0,0.0,1.0,42.0
Parks (Rosa) ES,786,4,JB,44,0,0,0,0,0,0.0,0.0,44.0
Parks (Rosa) ES,786,4,MM,4,0,0,0,0,0,0.0,0.0,4.0
Parks (Rosa) ES,786,5,GE,35,2,1,1,0,0,0.0,3.0,42.0
Parks (Rosa) ES,786,5,JB,42,1,0,1,0,0,0.0,0.0,44.0
Parks (Rosa) ES,786,5,MM,5,0,0,0,0,0,0.0,0.0,5.0
Peabody (George) ES,569,KG,GE,147,136,141,103,68,67,61.0,569.0,1292.0
Peabody (George) ES,569,1,GE,56,5,0,4,5,2,3.0,12.0,87.0
Peabody (George) ES,569,1,MM,5,0,0,0,0,0,0.0,0.0,5.0
Peabody (George) ES,569,2,GE,48,0,1,2,3,0,3.0,8.0,65.0
Peabody (George) ES,569,2,MM,1,0,0,0,0,0,0.0,0.0,1.0
Peabody (George) ES,569,3,GE,49,10,7,1,1,4,2.0,3.0,77.0
Peabody (George) ES,569,3,MM,6,0,0,0,0,0,0.0,0.0,6.0
Peabody (George) ES,569,4,GE,44,3,2,3,2,2,0.0,2.0,58.0
Peabody (George) ES,569,4,MM,5,0,0,0,0,0,0.0,0.0,5.0
Peabody (George) ES,569,5,GE,46,3,0,2,1,1,0.0,1.0,54.0
Peabody (George) ES,569,5,MM,5,0,0,0,0,0,0.0,0.0,5.0
Presidio MS,778,6,DT,4,0,0,0,0,0,0.0,0.0,4.0
Presidio MS,778,6,ED,0,0,3,0,1,0,0.0,0.0,4.0
Presidio MS,778,6,GE,387,246,180,136,60,29,9.0,27.0,1074.0
Presidio MS,778,6,JB,17,18,7,4,1,0,0.0,0.0,47.0
Presidio MS,778,6,MM,0,3,1,0,0,0,0.0,0.0,4.0
Presidio MS,778,6,MS,4,1,2,0,0,0,0.0,0.0,7.0
Presidio MS,778,7,ED,1,0,0,0,0,0,0.0,0.0,1.0
Presidio MS,778,7,GE,325,11,3,3,1,0,0.0,0.0,343.0
Presidio MS,778,7,JB,23,0,0,0,0,0,0.0,0.0,23.0
Presidio MS,778,7,MM,4,0,0,0,0,0,0.0,0.0,4.0
Presidio MS,778,8,ED,4,0,0,0,0,0,0.0,0.0,4.0
Presidio MS,778,8,GE,336,5,5,1,4,0,0.0,0.0,351.0
Presidio MS,778,8,JB,25,1,0,0,0,0,0.0,0.0,26.0
Presidio MS,778,8,MM,6,0,0,0,0,0,0.0,0.0,6.0
Presidio MS,778,8,MS,5,0,0,0,0,0,0.0,0.0,5.0
Presidio TK,975,TK,GE,36,36,36,30,13,8,6.0,14.0,179.0
Redding ES,790,TK,GE,13,14,19,14,8,11,7.0,20.0,106.0
Redding ES,790,KG,GE,32,20,3,9,7,6,6.0,229.0,312.0
Redding ES,790,1,GE,34,3,0,0,0,1,1.0,7.0,46.0
Redding ES,790,2,GE,36,2,0,2,0,0,0.0,1.0,41.0
Redding ES,790,3,GE,34,1,0,0,1,0,1.0,1.0,38.0
Redding ES,790,4,GE,36,0,0,0,0,0,0.0,1.0,37.0
Redding ES,790,5,GE,36,0,1,0,0,0,0.0,1.0,38.0
Revere (Paul) K-8,760,KG,GE,9,8,15,5,5,9,6.0,159.0,216.0
Revere (Paul) K-8,760,KG,MM,1,2,2,1,0,0,0.0,0.0,6.0
Revere (Paul) K-8,760,KG,SE,9,5,6,3,4,10,4.0,121.0,162.0
Revere (Paul) K-8,760,KG,SN,12,8,4,2,3,2,3.0,22.0,56.0
Revere (Paul) K-8,760,1,GE,16,2,0,0,1,0,1.0,3.0,23.0
Revere (Paul) K-8,760,1,MM,3,0,0,0,0,0,0.0,0.0,3.0
Revere (Paul) K-8,760,1,SE,14,1,1,0,0,0,0.0,3.0,19.0
Revere (Paul) K-8,760,1,SN,21,1,0,0,1,0,0.0,0.0,23.0
Revere (Paul) K-8,760,2,GE,13,0,0,0,0,0,0.0,1.0,14.0
Revere (Paul) K-8,760,2,MM,4,0,0,0,0,0,0.0,0.0,4.0
Revere (Paul) K-8,760,2,SN,36,2,1,0,1,0,0.0,1.0,41.0
Revere (Paul) K-8,760,3,GE,18,2,0,1,2,0,0.0,1.0,24.0
Revere (Paul) K-8,760,3,MM,6,0,0,0,0,0,0.0,0.0,6.0
Revere (Paul) K-8,760,3,SN,35,2,1,0,0,0,0.0,0.0,38.0
Revere (Paul) K-8,760,4,GE,18,2,0,0,0,0,0.0,0.0,20.0
Revere (Paul) K-8,760,4,MM,4,0,0,0,0,0,0.0,0.0,4.0
Revere (Paul) K-8,760,4,SN,29,1,0,0,0,0,0.0,0.0,30.0
Revere (Paul) K-8,760,5,GE,20,1,1,0,1,0,0.0,0.0,23.0
Revere (Paul) K-8,760,5,MM,2,0,0,0,0,0,0.0,0.0,2.0
Revere (Paul) K-8,760,5,SN,34,2,0,0,0,0,0.0,0.0,36.0
Revere (Paul) K-8,760,6,GE,27,10,6,6,2,3,1.0,10.0,65.0
Revere (Paul) K-8,760,6,SN,26,5,5,9,3,0,0.0,1.0,49.0
Revere (Paul) K-8,760,7,GE,24,0,0,2,0,1,0.0,0.0,27.0
Revere (Paul) K-8,760,7,SN,24,0,1,0,1,0,0.0,0.0,26.0
Revere (Paul) K-8,760,8,GE,26,1,0,4,1,2,1.0,0.0,35.0
Revere (Paul) K-8,760,8,SN,22,2,0,0,0,0,0.0,0.0,24.0
Rodriguez (Zaida T) TK,965,TK,GE,12,32,28,15,11,4,5.0,23.0,130.0
Rooftop K-8,796,KG,GE,113,101,97,114,108,102,99.0,673.0,1407.0
Rooftop K-8,796,1,GE,75,6,10,9,4,4,2.0,23.0,133.0
Rooftop K-8,796,2,GE,77,12,8,5,2,2,3.0,4.0,113.0
Rooftop K-8,796,3,GE,80,11,2,4,2,4,3.0,7.0,113.0
Rooftop K-8,796,4,GE,73,2,5,5,3,4,0.0,1.0,93.0
Rooftop K-8,796,5,GE,76,4,4,2,0,2,1.0,1.0,90.0
Rooftop K-8,796,6,GE,109,47,57,55,42,33,18.0,16.0,377.0
Rooftop K-8,796,7,GE,68,1,3,2,0,0,0.0,1.0,75.0
Rooftop K-8,796,8,GE,71,3,1,3,2,3,1.0,0.0,84.0
Roosevelt MS,797,6,AF,7,5,1,0,0,0,0.0,0.0,13.0
Roosevelt MS,797,6,CN,59,14,13,4,5,1,3.0,1.0,100.0
Roosevelt MS,797,6,GE,275,302,131,82,56,38,21.0,12.0,917.0
Roosevelt MS,797,6,MM,4,4,0,1,0,0,0.0,0.0,9.0
Roosevelt MS,797,7,AF,3,0,0,0,0,0,0.0,0.0,3.0
Roosevelt MS,797,7,CN,63,1,0,0,0,0,0.0,0.0,64.0
Roosevelt MS,797,7,GE,168,8,3,3,4,0,0.0,0.0,186.0
Roosevelt MS,797,7,MM,2,0,0,0,0,0,0.0,0.0,2.0
Roosevelt MS,797,8,AF,4,0,0,0,0,0,0.0,0.0,4.0
Roosevelt MS,797,8,CN,62,0,0,0,0,0,0.0,0.0,62.0
Roosevelt MS,797,8,GE,162,10,5,1,3,3,0.0,0.0,184.0
Roosevelt MS,797,8,MM,2,0,0,0,1,0,0.0,0.0,3.0
Sanchez ES,816,KG,GE,6,6,9,12,5,4,2.0,195.0,239.0
Sanchez ES,816,KG,MS,0,2,0,0,0,0,0.0,0.0,2.0
Sanchez ES,816,KG,SB,7,10,10,5,3,3,3.0,8.0,49.0
Sanchez ES,816,1,GE,12,1,2,0,0,2,0.0,6.0,23.0
Sanchez ES,816,1,SB,27,2,2,0,0,0,0.0,0.0,31.0
Sanchez ES,816,2,GE,18,0,1,1,0,0,0.0,1.0,21.0
Sanchez ES,816,2,MS,4,0,0,0,0,0,0.0,0.0,4.0
Sanchez ES,816,2,SB,36,0,0,1,0,0,0.0,0.0,37.0
Sanchez ES,816,3,GE,21,0,1,0,0,0,0.0,1.0,23.0
Sanchez ES,816,3,MS,1,0,1,0,0,0,0.0,0.0,2.0
Sanchez ES,816,3,SB,21,0,2,0,0,0,0.0,1.0,24.0
Sanchez ES,816,4,GE,18,0,0,0,0,0,0.0,0.0,18.0
Sanchez ES,816,4,MS,3,0,0,0,0,0,0.0,0.0,3.0
Sanchez ES,816,4,SB,21,0,0,0,0,0,0.0,0.0,21.0
Sanchez ES,816,5,GE,18,0,0,1,0,0,0.0,0.0,19.0
Sanchez ES,816,5,MS,1,0,0,0,0,0,0.0,0.0,1.0
Sanchez ES,816,5,SB,19,0,1,1,0,0,0.0,0.0,21.0
Serra (Junipero) Annex TK,955,TK,GE,29,21,24,26,7,8,10.0,20.0,145.0
Serra (Junipero) ES,656,KG,GE,18,13,6,6,9,5,1.0,258.0,316.0
Serra (Junipero) ES,656,KG,SB,17,8,7,2,3,2,3.0,6.0,48.0
Serra (Junipero) ES,656,1,GE,22,0,2,1,0,0,1.0,2.0,28.0
Serra (Junipero) ES,656,1,SB,22,2,0,0,0,0,0.0,0.0,24.0
Serra (Junipero) ES,656,2,GE,32,0,0,2,0,1,0.0,2.0,37.0
Serra (Junipero) ES,656,2,SB,20,1,0,1,0,0,0.0,1.0,23.0
Serra (Junipero) ES,656,3,GE,22,0,0,0,0,0,0.0,1.0,23.0
Serra (Junipero) ES,656,3,SB,20,0,0,0,0,0,0.0,0.0,20.0
Serra (Junipero) ES,656,4,GE,46,0,0,0,0,0,0.0,0.0,46.0
Serra (Junipero) ES,656,5,GE,37,1,1,0,0,0,0.0,0.0,39.0
SF Community K-8,493,KG,GE,23,29,17,19,15,17,18.0,294.0,432.0
SF Community K-8,493,1,GE,35,0,2,0,1,0,0.0,4.0,42.0
SF Community K-8,493,2,GE,32,1,1,0,1,0,0.0,4.0,39.0
SF Community K-8,493,3,GE,30,2,1,0,0,0,1.0,5.0,39.0
SF Community K-8,493,4,GE,29,0,0,0,0,0,0.0,0.0,29.0
SF Community K-8,493,5,GE,31,3,1,0,0,0,0.0,2.0,37.0
SF Community K-8,493,6,GE,50,27,18,8,6,0,2.0,10.0,121.0
SF Community K-8,493,7,GE,31,2,1,0,0,0,0.0,0.0,34.0
SF Community K-8,493,8,GE,32,1,0,0,0,0,0.0,0.0,33.0
SF International HS,621,9,GE,11,14,10,15,10,4,4.0,4.0,72.0
SF International HS,621,9,NC,0,2,0,0,0,0,0.0,0.0,2.0
SF International HS,621,9,NS,3,2,1,2,0,0,0.0,0.0,8.0
SF International HS,621,9,NX,2,4,6,1,0,0,0.0,0.0,13.0
SF International HS,621,9,SF,1,0,0,0,0,0,0.0,0.0,1.0
SF International HS,621,10,GE,14,0,0,1,0,0,0.0,0.0,15.0
SF International HS,621,10,NC,3,0,0,0,0,0,0.0,0.0,3.0
SF International HS,621,10,NS,11,0,0,0,0,0,0.0,0.0,11.0
SF International HS,621,10,NX,11,0,0,0,0,0,0.0,0.0,11.0
SF International HS,621,10,SF,4,0,0,0,0,0,0.0,0.0,4.0
SF International HS,621,11,GE,11,0,0,1,0,0,0.0,0.0,12.0
SF International HS,621,11,NC,10,0,0,0,0,0,0.0,0.0,10.0
SF International HS,621,11,NS,21,0,0,0,0,0,0.0,0.0,21.0
SF International HS,621,11,NX,49,0,0,0,0,0,0.0,0.0,49.0
SF International HS,621,11,SF,5,0,0,0,0,0,0.0,0.0,5.0
SF International HS,621,12,GE,26,0,0,0,0,0,0.0,0.0,26.0
SF International HS,621,12,NC,17,0,0,0,0,0,0.0,0.0,17.0
SF International HS,621,12,NS,7,0,0,0,0,0,0.0,0.0,7.0
SF International HS,621,12,NX,51,0,0,0,0,0,0.0,0.0,51.0
SF International HS,621,12,SF,3,0,0,0,0,0,0.0,0.0,3.0
SF Public Montessori ES,814,KG,GE,62,39,37,56,31,34,31.0,542.0,832.0
SF Public Montessori ES,814,1,GE,31,5,1,4,1,1,2.0,11.0,56.0
SF Public Montessori ES,814,2,GE,27,1,0,1,1,0,0.0,7.0,37.0
SF Public Montessori ES,814,3,GE,37,0,3,2,1,3,0.0,4.0,50.0
SF Public Montessori ES,814,4,GE,29,1,2,0,0,1,0.0,1.0,34.0
SF Public Montessori ES,814,5,GE,34,1,0,0,0,0,0.0,2.0,37.0
Sheridan ES,820,TK,GE,19,16,14,10,15,7,4.0,23.0,108.0
Sheridan ES,820,KG,GE,8,8,11,7,8,7,5.0,183.0,237.0
Sheridan ES,820,1,GE,37,0,1,1,1,0,0.0,9.0,49.0
Sheridan ES,820,2,GE,31,2,0,1,7,1,0.0,5.0,47.0
Sheridan ES,820,3,GE,31,3,0,2,0,1,1.0,1.0,39.0
Sheridan ES,820,4,GE,34,1,0,0,0,0,0.0,0.0,35.0
Sheridan ES,820,5,GE,35,0,0,0,0,0,0.0,0.0,35.0
Sherman ES,823,KG,AF,2,3,2,3,1,0,0.0,1.0,12.0
Sherman ES,823,KG,GE,96,71,55,35,53,35,23.0,566.0,934.0
Sherman ES,823,1,AF,2,0,0,0,0,0,0.0,0.0,2.0
Sherman ES,823,1,GE,68,3,4,1,1,2,2.0,11.0,92.0
Sherman ES,823,2,AF,5,0,0,0,0,0,0.0,0.0,5.0
Sherman ES,823,2,GE,65,4,1,1,0,2,0.0,11.0,84.0
Sherman ES,823,3,AF,4,0,0,0,0,0,0.0,0.0,4.0
Sherman ES,823,3,GE,65,3,1,3,4,2,1.0,7.0,86.0
Sherman ES,823,4,AF,1,0,0,0,0,0,0.0,0.0,1.0
Sherman ES,823,4,GE,62,1,0,0,0,0,0.0,2.0,65.0
Sherman ES,823,5,AF,2,0,0,0,0,0,0.0,0.0,2.0
Sherman ES,823,5,GE,62,1,1,0,1,0,0.0,3.0,68.0
Sloat (Commodore) ES,488,KG,GE,71,60,70,63,58,42,49.0,701.0,1114.0
Sloat (Commodore) ES,488,1,GE,71,5,3,2,6,2,3.0,14.0,106.0
Sloat (Commodore) ES,488,2,GE,68,4,4,0,1,0,1.0,9.0,87.0
Sloat (Commodore) ES,488,3,GE,69,1,1,0,3,2,2.0,7.0,85.0
Sloat (Commodore) ES,488,4,GE,63,1,2,0,0,0,1.0,2.0,69.0
Sloat (Commodore) ES,488,5,GE,67,1,3,0,1,1,0.0,1.0,74.0
Spring Valley Science ES,834,KG,CB,11,0,6,4,9,5,1.0,10.0,46.0
Spring Valley Science ES,834,KG,GE,9,17,17,14,7,8,6.0,221.0,299.0
Spring Valley Science ES,834,KG,SB,9,0,3,1,0,0,0.0,4.0,17.0
Spring Valley Science ES,834,1,CB,20,0,0,0,0,0,0.0,0.0,20.0
Spring Valley Science ES,834,1,GE,16,0,0,0,0,0,0.0,3.0,19.0
Spring Valley Science ES,834,1,SB,21,0,0,0,0,0,0.0,0.0,21.0
Spring Valley Science ES,834,2,CB,14,0,1,1,0,0,4.0,0.0,20.0
Spring Valley Science ES,834,2,GE,21,0,0,1,0,0,1.0,7.0,30.0
Spring Valley Science ES,834,2,SB,22,0,0,0,0,0,0.0,0.0,22.0
Spring Valley Science ES,834,3,CB,22,0,0,0,0,0,0.0,0.0,22.0
Spring Valley Science ES,834,3,GE,18,0,0,2,2,0,0.0,2.0,24.0
Spring Valley Science ES,834,3,SB,20,0,0,0,0,0,0.0,0.0,20.0
Spring Valley Science ES,834,4,GE,58,0,0,4,0,0,1.0,0.0,63.0
Spring Valley Science ES,834,5,GE,54,0,0,0,2,1,1.0,0.0,58.0
Stevenson (Robert Louis) ES,782,TK,MM,10,0,0,0,0,0,0.0,0.0,10.0
Stevenson (Robert Louis) ES,782,KG,GE,45,52,57,65,52,66,48.0,695.0,1080.0
Stevenson (Robert Louis) ES,782,KG,MM,12,5,0,0,0,0,0.0,0.0,17.0
Stevenson (Robert Louis) ES,782,1,GE,68,9,4,9,3,2,3.0,16.0,114.0
Stevenson (Robert Louis) ES,782,1,MM,6,0,0,0,0,0,0.0,0.0,6.0
Stevenson (Robert Louis) ES,782,2,GE,87,5,8,1,0,1,2.0,8.0,112.0
Stevenson (Robert Louis) ES,782,2,MM,3,0,0,0,0,0,0.0,0.0,3.0
Stevenson (Robert Louis) ES,782,3,GE,88,5,3,1,1,0,0.0,5.0,103.0
Stevenson (Robert Louis) ES,782,3,MM,3,0,0,0,0,0,0.0,0.0,3.0
Stevenson (Robert Louis) ES,782,4,GE,86,2,3,0,2,1,1.0,2.0,97.0
Stevenson (Robert Louis) ES,782,4,MM,5,0,0,0,0,0,0.0,0.0,5.0
Stevenson (Robert Louis) ES,782,5,GE,65,2,2,2,0,0,1.0,2.0,74.0
Stevenson (Robert Louis) ES,782,5,MM,2,0,0,0,0,0,0.0,0.0,2.0
Stockton (Commodore) TK,915,TK,GE,28,7,3,3,8,1,8.0,26.0,84.0
Sunnyside ES,842,KG,GE,120,89,65,49,58,31,44.0,518.0,974.0
Sunnyside ES,842,KG,MS,0,1,0,0,0,0,0.0,0.0,1.0
Sunnyside ES,842,1,GE,75,5,1,6,3,3,2.0,10.0,105.0
Sunnyside ES,842,1,MS,3,0,0,0,0,0,0.0,0.0,3.0
Sunnyside ES,842,2,GE,67,2,4,4,3,0,0.0,4.0,84.0
Sunnyside ES,842,2,MS,2,0,0,0,0,0,0.0,0.0,2.0
Sunnyside ES,842,3,GE,68,3,4,1,2,4,1.0,8.0,91.0
Sunnyside ES,842,3,MS,3,0,0,0,0,0,0.0,0.0,3.0
Sunnyside ES,842,4,GE,65,2,2,1,0,1,0.0,1.0,72.0
Sunnyside ES,842,4,MS,2,0,0,0,0,0,0.0,0.0,2.0
Sunnyside ES,842,5,GE,64,1,0,2,0,0,2.0,1.0,70.0
Sunset ES,750,KG,GE,169,173,111,105,90,86,73.0,685.0,1492.0
Sunset ES,750,KG,SA,0,1,1,0,0,0,0.0,0.0,2.0
Sunset ES,750,1,GE,86,12,7,3,7,5,3.0,16.0,139.0
Sunset ES,750,1,SA,3,0,0,0,0,0,0.0,0.0,3.0
Sunset ES,750,2,GE,82,10,3,2,2,4,1.0,11.0,115.0
Sunset ES,750,2,SA,3,0,0,0,0,0,0.0,0.0,3.0
Sunset ES,750,3,GE,77,9,2,0,5,2,1.0,6.0,102.0
Sunset ES,750,3,SA,3,0,0,0,0,0,0.0,0.0,3.0
Sunset ES,750,4,GE,71,7,4,1,0,1,0.0,2.0,86.0
Sunset ES,750,4,SA,2,0,0,0,0,0,0.0,0.0,2.0
Sunset ES,750,5,GE,72,3,2,0,0,0,1.0,3.0,81.0
Sunset ES,750,5,SA,3,0,0,0,0,0,0.0,0.0,3.0
Sutro ES,848,KG,CB,13,3,7,2,4,6,2.0,21.0,58.0
Sutro ES,848,KG,GE,6,25,19,26,35,24,27.0,599.0,761.0
Sutro ES,848,1,CB,20,0,1,2,0,1,0.0,1.0,25.0
Sutro ES,848,1,GE,24,0,1,1,1,1,0.0,12.0,40.0
Sutro ES,848,2,CB,20,0,0,1,0,0,0.0,1.0,22.0
Sutro ES,848,2,GE,19,0,0,0,0,0,1.0,11.0,31.0
Sutro ES,848,3,CB,22,0,2,0,0,0,0.0,0.0,24.0
Sutro ES,848,3,GE,21,3,0,0,1,0,1.0,6.0,32.0
Sutro ES,848,4,CB,18,1,1,1,0,0,0.0,0.0,21.0
Sutro ES,848,4,GE,24,0,0,1,3,2,1.0,0.0,31.0
Sutro ES,848,5,CB,19,1,2,0,0,0,0.0,0.0,22.0
Sutro ES,848,5,GE,33,2,0,0,1,0,1.0,3.0,40.0
Taylor (Edward R) ES,513,KG,CB,36,13,10,10,5,5,2.0,8.0,89.0
Taylor (Edward R) ES,513,KG,GE,45,33,17,15,6,4,4.0,255.0,379.0
Taylor (Edward R) ES,513,KG,SB,18,4,3,2,1,0,1.0,4.0,33.0
Taylor (Edward R) ES,513,1,CB,41,1,0,1,0,0,0.0,1.0,44.0
Taylor (Edward R) ES,513,1,GE,44,0,1,0,0,0,1.0,7.0,53.0
Taylor (Edward R) ES,513,1,SB,19,1,0,0,0,0,0.0,0.0,20.0
Taylor (Edward R) ES,513,2,CB,43,1,2,0,0,0,0.0,0.0,46.0
Taylor (Edward R) ES,513,2,GE,47,0,1,0,0,0,1.0,5.0,54.0
Taylor (Edward R) ES,513,2,SB,22,0,0,0,0,0,0.0,0.0,22.0
Taylor (Edward R) ES,513,3,CB,43,2,0,0,0,0,0.0,0.0,45.0
Taylor (Edward R) ES,513,3,GE,45,1,0,0,0,0,0.0,4.0,50.0
Taylor (Edward R) ES,513,3,SB,22,0,0,0,0,0,0.0,0.0,22.0
Taylor (Edward R) ES,513,4,CB,41,2,0,0,0,0,0.0,0.0,43.0
Taylor (Edward R) ES,513,4,ED,1,0,0,0,0,0,0.0,0.0,1.0
Taylor (Edward R) ES,513,4,GE,43,1,0,0,0,1,0.0,0.0,45.0
Taylor (Edward R) ES,513,4,SB,20,0,0,0,0,0,0.0,0.0,20.0
Taylor (Edward R) ES,513,5,CB,42,2,1,0,0,0,0.0,0.0,45.0
Taylor (Edward R) ES,513,5,ED,1,0,0,0,0,0,0.0,0.0,1.0
Taylor (Edward R) ES,513,5,GE,48,0,0,0,0,0,0.0,2.0,50.0
Taylor (Edward R) ES,513,5,SB,20,0,0,0,0,0,0.0,0.0,20.0
Tenderloin Community ES,859,KG,GE,36,10,6,10,4,5,3.0,146.0,220.0
Tenderloin Community ES,859,1,GE,60,2,2,2,0,1,1.0,1.0,69.0
Tenderloin Community ES,859,2,ED,1,0,0,0,0,0,0.0,0.0,1.0
Tenderloin Community ES,859,2,GE,50,1,1,0,0,0,0.0,2.0,54.0
Tenderloin Community ES,859,3,ED,1,0,0,0,0,0,0.0,0.0,1.0
Tenderloin Community ES,859,3,GE,60,2,0,1,0,1,1.0,1.0,66.0
Tenderloin Community ES,859,4,ED,1,0,0,0,0,0,0.0,0.0,1.0
Tenderloin Community ES,859,4,GE,58,1,0,0,0,0,0.0,0.0,59.0
Tenderloin Community ES,859,5,GE,46,0,0,0,0,0,0.0,0.0,46.0
The Academy - San Francisco @ McAte8e3r2 HS,9,GE,62,49,85,60,36,29,20,15.0,356.0,
The Academy - San Francisco @ McAte8e3r2 HS,9,MM,3,2,0,0,1,1,0,0.0,7.0,
The Academy - San Francisco @ McAte8e3r2 HS,10,GE,73,11,8,3,1,0,1,0.0,97.0,
The Academy - San Francisco @ McAte8e3r2 HS,11,GE,88,6,1,0,0,1,0,0.0,96.0,
The Academy - San Francisco @ McAte8e3r2 HS,11,MM,1,0,0,0,0,0,0,0.0,1.0,
The Academy - San Francisco @ McAte8e3r2 HS,12,GE,89,0,1,1,0,0,0,0.0,91.0,
Tule Elk Park TK,997,TK,GE,22,29,26,25,19,7,3.0,18.0,149.0
Tule Elk Park TK,997,TK,MS,3,0,0,0,0,0,0.0,0.0,3.0
Ulloa ES,862,KG,CB,41,39,48,24,24,17,16.0,18.0,227.0
Ulloa ES,862,KG,GE,45,71,68,70,62,60,55.0,695.0,1126.0
Ulloa ES,862,1,CB,26,6,4,2,1,0,1.0,1.0,41.0
Ulloa ES,862,1,GE,64,10,9,7,3,7,3.0,13.0,116.0
Ulloa ES,862,2,CB,27,0,0,1,0,0,1.0,0.0,29.0
Ulloa ES,862,2,GE,73,6,3,3,5,4,1.0,9.0,104.0
Ulloa ES,862,3,CB,22,3,1,0,0,0,0.0,0.0,26.0
Ulloa ES,862,3,GE,58,4,1,3,0,1,0.0,6.0,73.0
Ulloa ES,862,4,CB,24,0,0,0,0,0,0.0,0.0,24.0
Ulloa ES,862,4,GE,63,3,2,2,1,0,1.0,2.0,74.0
Ulloa ES,862,5,CB,20,1,1,0,1,0,0.0,0.0,23.0
Ulloa ES,862,5,GE,66,0,3,0,1,2,0.0,2.0,74.0
Visitacion Valley ES,867,KG,CB,13,3,2,3,3,1,0.0,9.0,34.0
Visitacion Valley ES,867,KG,GE,19,12,8,6,11,5,5.0,153.0,219.0
Visitacion Valley ES,867,1,CB,13,3,0,0,0,0,0.0,0.0,16.0
Visitacion Valley ES,867,1,GE,40,0,1,1,0,0,0.0,3.0,45.0
Visitacion Valley ES,867,2,CB,20,2,0,0,0,0,0.0,0.0,22.0
Visitacion Valley ES,867,2,GE,40,0,1,0,0,0,0.0,1.0,42.0
Visitacion Valley ES,867,3,CB,18,0,0,0,0,0,0.0,0.0,18.0
Visitacion Valley ES,867,3,GE,37,1,0,0,0,0,0.0,1.0,39.0
Visitacion Valley ES,867,4,CB,15,0,1,0,0,1,0.0,0.0,17.0
Visitacion Valley ES,867,4,GE,51,1,1,0,0,0,0.0,0.0,53.0
Visitacion Valley ES,867,5,CB,1,1,0,0,0,0,0.0,0.0,2.0
Visitacion Valley ES,867,5,GE,60,1,0,0,0,0,0.0,0.0,61.0
Visitacion Valley MS,868,6,GE,86,65,63,37,20,5,2.0,9.0,287.0
Visitacion Valley MS,868,6,MM,0,0,1,0,0,0,0.0,0.0,1.0
Visitacion Valley MS,868,6,MS,0,1,1,0,0,0,0.0,0.0,2.0
Visitacion Valley MS,868,6,NX,1,0,1,0,0,0,0.0,0.0,2.0
Visitacion Valley MS,868,7,GE,120,0,0,0,1,0,0.0,0.0,121.0
Visitacion Valley MS,868,7,MS,1,0,0,0,0,0,0.0,0.0,1.0
Visitacion Valley MS,868,7,NX,9,0,0,0,0,0,0.0,0.0,9.0
Visitacion Valley MS,868,8,GE,57,1,0,1,1,0,0.0,0.0,60.0
Visitacion Valley MS,868,8,MS,1,0,0,0,0,0,0.0,0.0,1.0
Visitacion Valley MS,868,8,NX,31,0,0,0,0,0,0.0,0.0,31.0
Wallenberg (Raoul) HS,785,9,GE,114,158,281,216,113,34,11.0,8.0,935.0
Wallenberg (Raoul) HS,785,9,MM,4,1,3,1,0,0,0.0,0.0,9.0
Wallenberg (Raoul) HS,785,10,GE,145,13,10,3,0,1,0.0,0.0,172.0
Wallenberg (Raoul) HS,785,10,MM,1,0,0,0,0,0,1.0,0.0,2.0
Wallenberg (Raoul) HS,785,11,GE,154,8,6,1,0,1,0.0,0.0,170.0
Wallenberg (Raoul) HS,785,11,MM,5,0,0,0,0,0,0.0,0.0,5.0
Wallenberg (Raoul) HS,785,12,GE,146,2,0,0,0,0,0.0,0.0,148.0
Wallenberg (Raoul) HS,785,13,CA,11,5,2,0,0,0,0.0,0.0,18.0
Washington (George) HS,571,9,ED,2,0,1,1,0,0,0.0,0.0,4.0
Washington (George) HS,571,9,GE,617,895,426,153,70,16,13.0,4.0,2194.0
Washington (George) HS,571,9,MM,6,8,5,1,0,0,1.0,0.0,21.0
Washington (George) HS,571,9,MS,8,4,1,1,0,0,0.0,0.0,14.0
Washington (George) HS,571,9,NX,8,10,4,7,2,2,1.0,2.0,36.0
Washington (George) HS,571,10,ED,1,0,0,0,0,0,0.0,0.0,1.0
Washington (George) HS,571,10,GE,472,29,4,2,2,0,0.0,0.0,509.0
Washington (George) HS,571,10,MM,10,0,0,0,0,0,0.0,0.0,10.0
Washington (George) HS,571,10,MS,5,0,0,0,0,0,0.0,0.0,5.0
Washington (George) HS,571,10,NX,22,0,0,0,0,0,0.0,0.0,22.0
